Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","21122","Meat of ducks, fresh or chilled","2023","2023","t","59"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2023","2023","1000 An","30"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","21123","Meat of geese, fresh or chilled","2022","2022","t","120"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2022","2022","1000 An","30"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","21123","Meat of geese, fresh or chilled","2023","2023","t","123"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2023","2023","1000 An","31"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","11012"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2022","2022","An","474632"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","21116","Meat of goat, fresh or chilled","2023","2023","t","11802"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2023","2023","An","512541"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","185044"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2022","2022","An","4573461"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","21115","Meat of sheep, fresh or chilled","2023","2023","t","197798"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2023","2023","An","4726213"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","21124","Meat of turkeys, fresh or chilled","2022","2022","t","480"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5321","Producing Animals/Slaughtered","21124","Meat of turkeys, fresh or chilled","2022","2022","1000 An","96"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","21124","Meat of turkeys, fresh or chilled","2023","2023","t","473"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5321","Producing Animals/Slaughtered","21124","Meat of turkeys, fresh or chilled","2023","2023","1000 An","95"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","02954","Raw hides and skins of goats or kids","2022","2022","t","2002.18"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2022","2022","An","474632"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","02954","Raw hides and skins of goats or kids","2023","2023","t","2145.82"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2023","2023","An","512541"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","02953","Raw hides and skins of sheep or lambs","2022","2022","t","30717.3"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2022","2022","An","4573461"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","02953","Raw hides and skins of sheep or lambs","2023","2023","t","32834.47"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2023","2023","An","4726213"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","02212","Raw milk of buffalo","2022","2022","t","4900"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5318","Milk Animals","02212","Raw milk of buffalo","2022","2022","An","3134"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","02212","Raw milk of buffalo","2023","2023","t","4790"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5318","Milk Animals","02212","Raw milk of buffalo","2023","2023","An","3134"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","02211","Raw milk of cattle","2022","2022","t","1204273"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5318","Milk Animals","02211","Raw milk of cattle","2022","2022","An","484281"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","02211","Raw milk of cattle","2023","2023","t","1189428"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5318","Milk Animals","02211","Raw milk of cattle","2023","2023","An","471030"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","02292","Raw milk of goats","2022","2022","t","113843"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5318","Milk Animals","02292","Raw milk of goats","2022","2022","An","1374641"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","02292","Raw milk of goats","2023","2023","t","130047"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5318","Milk Animals","02292","Raw milk of goats","2023","2023","An","1486644"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","02291","Raw milk of sheep","2022","2022","t","706823"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5318","Milk Animals","02291","Raw milk of sheep","2022","2022","An","11941775"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","02291","Raw milk of sheep","2023","2023","t","741976"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5318","Milk Animals","02291","Raw milk of sheep","2023","2023","An","12515584"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","22110.02","Skim milk of cows","2022","2022","t","132447.91"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","22230.01","Yoghurt","2022","2022","t","5315.19"
"QCL","Crops and livestock products","762","Tajikistan","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","270000"
"QCL","Crops and livestock products","762","Tajikistan","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","An","843304"
"QCL","Crops and livestock products","762","Tajikistan","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","t","248205.24"
"QCL","Crops and livestock products","762","Tajikistan","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","An","775232"
"QCL","Crops and livestock products","762","Tajikistan","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","16309.26"
"QCL","Crops and livestock products","762","Tajikistan","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2022","2022","1000 An","6732"
"QCL","Crops and livestock products","762","Tajikistan","5510","Production","21121","Meat of chickens, fresh or chilled","2023","2023","t","19097.44"
"QCL","Crops and livestock products","762","Tajikistan","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2023","2023","1000 An","6866"
"QCL","Crops and livestock products","762","Tajikistan","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","3.44"
"QCL","Crops and livestock products","762","Tajikistan","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","An","87"
"QCL","Crops and livestock products","762","Tajikistan","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","t","10.17"
"QCL","Crops and livestock products","762","Tajikistan","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","An","258"
"QCL","Crops and livestock products","762","Tajikistan","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","64696.46"
"QCL","Crops and livestock products","762","Tajikistan","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2022","2022","An","4265933"
"QCL","Crops and livestock products","762","Tajikistan","5510","Production","21115","Meat of sheep, fresh or chilled","2023","2023","t","65927.72"
"QCL","Crops and livestock products","762","Tajikistan","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2023","2023","An","4347119"
"QCL","Crops and livestock products","762","Tajikistan","5510","Production","21119.90","Other meat of mammals, fresh or chilled","2022","2022","t","1873.12"
"QCL","Crops and livestock products","762","Tajikistan","5320","Producing Animals/Slaughtered","21119.90","Other meat of mammals, fresh or chilled","2022","2022","An",""
"QCL","Crops and livestock products","762","Tajikistan","5510","Production","21119.90","Other meat of mammals, fresh or chilled","2023","2023","t","1821.84"
"QCL","Crops and livestock products","762","Tajikistan","5320","Producing Animals/Slaughtered","21119.90","Other meat of mammals, fresh or chilled","2023","2023","An",""
"QCL","Crops and livestock products","762","Tajikistan","5510","Production","02953","Raw hides and skins of sheep or lambs","2022","2022","t","8528.17"
"QCL","Crops and livestock products","762","Tajikistan","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2022","2022","An","4265933"
"QCL","Crops and livestock products","762","Tajikistan","5510","Production","02953","Raw hides and skins of sheep or lambs","2023","2023","t","8690.47"
"QCL","Crops and livestock products","762","Tajikistan","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2023","2023","An","4347119"
"QCL","Crops and livestock products","762","Tajikistan","5510","Production","02211","Raw milk of cattle","2022","2022","t","1064200"
"QCL","Crops and livestock products","762","Tajikistan","5318","Milk Animals","02211","Raw milk of cattle","2022","2022","An","1325000"
"QCL","Crops and livestock products","762","Tajikistan","5510","Production","02211","Raw milk of cattle","2023","2023","t","1118500"
"QCL","Crops and livestock products","762","Tajikistan","5318","Milk Animals","02211","Raw milk of cattle","2023","2023","An","1178819"
"QCL","Crops and livestock products","762","Tajikistan","5510","Production","02292","Raw milk of goats","2022","2022","t","55774.46"
"QCL","Crops and livestock products","762","Tajikistan","5318","Milk Animals","02292","Raw milk of goats","2022","2022","An","222894"
"QCL","Crops and livestock products","762","Tajikistan","5510","Production","02292","Raw milk of goats","2023","2023","t","56292.66"
"QCL","Crops and livestock products","762","Tajikistan","5318","Milk Animals","02292","Raw milk of goats","2023","2023","An","225275"
"QCL","Crops and livestock products","762","Tajikistan","5510","Production","22110.02","Skim milk of cows","2022","2022","t","514.02"
"QCL","Crops and livestock products","762","Tajikistan","5510","Production","22221.01","Whole milk, evaporated","2022","2022","t","1199.47"
"QCL","Crops and livestock products","764","Thailand","5510","Production","21112","Meat of buffalo, fresh or chilled","2022","2022","t","21322.43"
"QCL","Crops and livestock products","764","Thailand","5320","Producing Animals/Slaughtered","21112","Meat of buffalo, fresh or chilled","2022","2022","An","75788"
"QCL","Crops and livestock products","764","Thailand","5510","Production","21112","Meat of buffalo, fresh or chilled","2023","2023","t","19091.43"
"QCL","Crops and livestock products","764","Thailand","5320","Producing Animals/Slaughtered","21112","Meat of buffalo, fresh or chilled","2023","2023","An","67859"
"QCL","Crops and livestock products","764","Thailand","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","135147.27"
"QCL","Crops and livestock products","764","Thailand","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","An","903004"
"QCL","Crops and livestock products","764","Thailand","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","t","136634.41"
"QCL","Crops and livestock products","764","Thailand","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","An","912941"
"QCL","Crops and livestock products","764","Thailand","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","1807392.77"
"QCL","Crops and livestock products","764","Thailand","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2022","2022","1000 An","1277522"
"QCL","Crops and livestock products","764","Thailand","5510","Production","21121","Meat of chickens, fresh or chilled","2023","2023","t","1844650.65"
"QCL","Crops and livestock products","764","Thailand","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2023","2023","1000 An","1306578"
"QCL","Crops and livestock products","764","Thailand","5510","Production","21122","Meat of ducks, fresh or chilled","2022","2022","t","72717.59"
"QCL","Crops and livestock products","764","Thailand","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2022","2022","1000 An","28241"
"QCL","Crops and livestock products","764","Thailand","5510","Production","21122","Meat of ducks, fresh or chilled","2023","2023","t","70663.78"
"QCL","Crops and livestock products","764","Thailand","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2023","2023","1000 An","27443"
"QCL","Crops and livestock products","764","Thailand","5510","Production","21123","Meat of geese, fresh or chilled","2022","2022","t","546.3"
"QCL","Crops and livestock products","764","Thailand","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2022","2022","1000 An","263"
"QCL","Crops and livestock products","764","Thailand","5510","Production","21123","Meat of geese, fresh or chilled","2023","2023","t","514.7"
"QCL","Crops and livestock products","764","Thailand","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2023","2023","1000 An","242"
"QCL","Crops and livestock products","764","Thailand","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","1892.91"
"QCL","Crops and livestock products","764","Thailand","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2022","2022","An","123233"
"QCL","Crops and livestock products","764","Thailand","5510","Production","21116","Meat of goat, fresh or chilled","2023","2023","t","1911.26"
"QCL","Crops and livestock products","764","Thailand","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2023","2023","An","124823"
"QCL","Crops and livestock products","764","Thailand","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","914465.95"
"QCL","Crops and livestock products","764","Thailand","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","An","12135289"
"QCL","Crops and livestock products","764","Thailand","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","t","914634.72"
"QCL","Crops and livestock products","764","Thailand","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","An","12121930"
"QCL","Crops and livestock products","764","Thailand","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","144.79"
"QCL","Crops and livestock products","764","Thailand","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2022","2022","An","11815"
"QCL","Crops and livestock products","764","Thailand","5510","Production","21115","Meat of sheep, fresh or chilled","2023","2023","t","142.01"
"QCL","Crops and livestock products","764","Thailand","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2023","2023","An","11484"
"QCL","Crops and livestock products","764","Thailand","5510","Production","21521","Pig fat, rendered","2022","2022","t","7288.57"
"QCL","Crops and livestock products","764","Thailand","5510","Production","02954","Raw hides and skins of goats or kids","2022","2022","t","256.59"
"QCL","Crops and livestock products","764","Thailand","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2022","2022","An","123233"
"QCL","Crops and livestock products","764","Thailand","5510","Production","02954","Raw hides and skins of goats or kids","2023","2023","t","259.08"
"QCL","Crops and livestock products","764","Thailand","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2023","2023","An","124823"
"QCL","Crops and livestock products","764","Thailand","5510","Production","02953","Raw hides and skins of sheep or lambs","2022","2022","t","24.45"
"QCL","Crops and livestock products","764","Thailand","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2022","2022","An","11815"
"QCL","Crops and livestock products","764","Thailand","5510","Production","02953","Raw hides and skins of sheep or lambs","2023","2023","t","23.98"
"QCL","Crops and livestock products","764","Thailand","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2023","2023","An","11484"
"QCL","Crops and livestock products","764","Thailand","5510","Production","02211","Raw milk of cattle","2022","2022","t","1222000"
"QCL","Crops and livestock products","764","Thailand","5318","Milk Animals","02211","Raw milk of cattle","2022","2022","An","275715"
"QCL","Crops and livestock products","764","Thailand","5510","Production","02211","Raw milk of cattle","2023","2023","t","1278333.33"
"QCL","Crops and livestock products","764","Thailand","5318","Milk Animals","02211","Raw milk of cattle","2023","2023","An","274020"
"QCL","Crops and livestock products","764","Thailand","5510","Production","22110.02","Skim milk of cows","2022","2022","t","134875"
"QCL","Crops and livestock products","764","Thailand","5510","Production","22222.01","Whole milk, condensed","2022","2022","t","39000"
"QCL","Crops and livestock products","764","Thailand","5510","Production","22221.01","Whole milk, evaporated","2022","2022","t","43333.33"
"QCL","Crops and livestock products","764","Thailand","5510","Production","22230.01","Yoghurt","2022","2022","t","23277.18"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","21112","Meat of buffalo, fresh or chilled","2022","2022","t","663.48"
"QCL","Crops and livestock products","626","Timor-Leste","5320","Producing Animals/Slaughtered","21112","Meat of buffalo, fresh or chilled","2022","2022","An","6635"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","21112","Meat of buffalo, fresh or chilled","2023","2023","t","704.25"
"QCL","Crops and livestock products","626","Timor-Leste","5320","Producing Animals/Slaughtered","21112","Meat of buffalo, fresh or chilled","2023","2023","An","7042"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","1287.53"
"QCL","Crops and livestock products","626","Timor-Leste","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","An","12486"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","t","1315.47"
"QCL","Crops and livestock products","626","Timor-Leste","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","An","13678"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","673.88"
"QCL","Crops and livestock products","626","Timor-Leste","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2022","2022","1000 An","834"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","21121","Meat of chickens, fresh or chilled","2023","2023","t","694.2"
"QCL","Crops and livestock products","626","Timor-Leste","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2023","2023","1000 An","858"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","582.96"
"QCL","Crops and livestock products","626","Timor-Leste","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2022","2022","An","58269"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","21116","Meat of goat, fresh or chilled","2023","2023","t","456.19"
"QCL","Crops and livestock products","626","Timor-Leste","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2023","2023","An","45597"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","9898.1"
"QCL","Crops and livestock products","626","Timor-Leste","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","An","247452"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","t","10743.55"
"QCL","Crops and livestock products","626","Timor-Leste","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","An","268588"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","71.65"
"QCL","Crops and livestock products","626","Timor-Leste","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2022","2022","An","7164"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","21115","Meat of sheep, fresh or chilled","2023","2023","t","35.08"
"QCL","Crops and livestock products","626","Timor-Leste","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2023","2023","An","3508"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","21119.90","Other meat of mammals, fresh or chilled","2022","2022","t","17440.78"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","21119.90","Other meat of mammals, fresh or chilled","2023","2023","t","17346.25"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","02954","Raw hides and skins of goats or kids","2022","2022","t","112.52"
"QCL","Crops and livestock products","626","Timor-Leste","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2022","2022","An","58269"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","02954","Raw hides and skins of goats or kids","2023","2023","t","88.05"
"QCL","Crops and livestock products","626","Timor-Leste","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2023","2023","An","45597"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","02953","Raw hides and skins of sheep or lambs","2022","2022","t","14.07"
"QCL","Crops and livestock products","626","Timor-Leste","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2022","2022","An","7164"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","02953","Raw hides and skins of sheep or lambs","2023","2023","t","6.89"
"QCL","Crops and livestock products","626","Timor-Leste","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2023","2023","An","3508"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","02292","Raw milk of goats","2022","2022","t","6550.66"
"QCL","Crops and livestock products","626","Timor-Leste","5318","Milk Animals","02292","Raw milk of goats","2022","2022","An","49384"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","02292","Raw milk of goats","2023","2023","t","5686.97"
"QCL","Crops and livestock products","626","Timor-Leste","5318","Milk Animals","02292","Raw milk of goats","2023","2023","An","41059"
"QCL","Crops and livestock products","768","Togo","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","7868.91"
"QCL","Crops and livestock products","768","Togo","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","An","76010"
"QCL","Crops and livestock products","768","Togo","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","t","5202.46"
"QCL","Crops and livestock products","768","Togo","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","An","50253"
"QCL","Crops and livestock products","768","Togo","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","28443.02"
"QCL","Crops and livestock products","768","Togo","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2022","2022","1000 An","35554"
"QCL","Crops and livestock products","768","Togo","5510","Production","21121","Meat of chickens, fresh or chilled","2023","2023","t","33079.17"
"QCL","Crops and livestock products","768","Togo","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2023","2023","1000 An","46175"
"QCL","Crops and livestock products","768","Togo","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","5366.73"
"QCL","Crops and livestock products","768","Togo","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2022","2022","An","962497"
"QCL","Crops and livestock products","768","Togo","5510","Production","21116","Meat of goat, fresh or chilled","2023","2023","t","4979.01"
"QCL","Crops and livestock products","768","Togo","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2023","2023","An","892962"
"QCL","Crops and livestock products","768","Togo","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","17153.56"
"QCL","Crops and livestock products","768","Togo","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","An","700097"
"QCL","Crops and livestock products","768","Togo","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","t","14701.93"
"QCL","Crops and livestock products","768","Togo","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","An","715777"
"QCL","Crops and livestock products","768","Togo","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","5555.79"
"QCL","Crops and livestock products","768","Togo","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2022","2022","An","253753"
"QCL","Crops and livestock products","768","Togo","5510","Production","21115","Meat of sheep, fresh or chilled","2023","2023","t","9993.53"
"QCL","Crops and livestock products","768","Togo","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2023","2023","An","456440"
"QCL","Crops and livestock products","768","Togo","5510","Production","02954","Raw hides and skins of goats or kids","2022","2022","t","596.3"
"QCL","Crops and livestock products","768","Togo","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2022","2022","An","962497"
"QCL","Crops and livestock products","768","Togo","5510","Production","02954","Raw hides and skins of goats or kids","2023","2023","t","553.22"
"QCL","Crops and livestock products","768","Togo","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2023","2023","An","892962"
"QCL","Crops and livestock products","768","Togo","5510","Production","02953","Raw hides and skins of sheep or lambs","2022","2022","t","955.6"
"QCL","Crops and livestock products","768","Togo","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2022","2022","An","253753"
"QCL","Crops and livestock products","768","Togo","5510","Production","02953","Raw hides and skins of sheep or lambs","2023","2023","t","1718.89"
"QCL","Crops and livestock products","768","Togo","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2023","2023","An","456440"
"QCL","Crops and livestock products","768","Togo","5510","Production","02211","Raw milk of cattle","2022","2022","t","12058"
"QCL","Crops and livestock products","768","Togo","5318","Milk Animals","02211","Raw milk of cattle","2022","2022","An","66845"
"QCL","Crops and livestock products","768","Togo","5510","Production","02211","Raw milk of cattle","2023","2023","t","12770.1"
"QCL","Crops and livestock products","768","Togo","5318","Milk Animals","02211","Raw milk of cattle","2023","2023","An","66377"
"QCL","Crops and livestock products","768","Togo","5510","Production","22230.01","Yoghurt","2022","2022","t","2301.09"
"QCL","Crops and livestock products","772","Tokelau","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","4.85"
"QCL","Crops and livestock products","772","Tokelau","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2022","2022","1000 An","6"
"QCL","Crops and livestock products","772","Tokelau","5510","Production","21121","Meat of chickens, fresh or chilled","2023","2023","t","4.85"
"QCL","Crops and livestock products","772","Tokelau","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2023","2023","1000 An","6"
"QCL","Crops and livestock products","772","Tokelau","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","46.29"
"QCL","Crops and livestock products","772","Tokelau","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","An","1538"
"QCL","Crops and livestock products","772","Tokelau","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","t","44.91"
"QCL","Crops and livestock products","772","Tokelau","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","An","1489"
"QCL","Crops and livestock products","776","Tonga","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","351"
"QCL","Crops and livestock products","776","Tonga","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","An","1847"
"QCL","Crops and livestock products","776","Tonga","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","t","350.19"
"QCL","Crops and livestock products","776","Tonga","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","An","1842"
"QCL","Crops and livestock products","776","Tonga","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","270.97"
"QCL","Crops and livestock products","776","Tonga","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2022","2022","1000 An","366"
"QCL","Crops and livestock products","776","Tonga","5510","Production","21121","Meat of chickens, fresh or chilled","2023","2023","t","268.4"
